id,urlkey,article_title,image_url,image_alt,article_url
13,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/yi-xiao-lab.jpg,"Yi Xiao, associate professor and Hugh C. Lord, LORD Corporation Distinguished Scholar in the Department of Chemistry, is developing methods to instantly detect fentanyl in drug samples.",https://www.ncsu.edu/
14,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/mksustainableprotein1500.webp,One of three critically endangered red wolf pups born on the College of Veterinary Medicine's campus.,https://www.ncsu.edu/
15,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Wolfpack-College-World-Series.webp,The NC State baseball team greets fans outside Doak Field at Dail Park Tuesday afternoon.,https://www.ncsu.edu/
16,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Hao-Su-exoskeleton-HEADER-150x150.webp,A man runs with support from a robotic exoskeleton trained using AI.,https://www.ncsu.edu/
17,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/benchbot-chris-and-slater-best-150x150.jpg,A robot named BenchBot 3.0 has taken its place on an empty field adjacent to the Plant Sciences Building on NC State’s Centennial Campus.,https://www.ncsu.edu/
18,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/Danesha-Seth-Carley-Pinehurst-150x150.webp,Danesha Seth Carley works in a pollinator garden at the Pinehurst golf course.,https://www.ncsu.edu/
19,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/Abby-Lampe-cheese-rolling-150x150.webp,Abby Lampe holds up two fingers and a large wheel of cheese standing on top of a hill with a crowd of people behind her.,https://www.ncsu.edu/
20,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2023/08/Imani-Madison-STEPS.jpg,Dr. Imani Madison of the STEPS Center works with plant samples in a lab.,https://www.ncsu.edu/
21,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2023/06/juneteenth-celebration-2022.jpg,"A sticker from a Juneteenth campus celebration reads ""Together Celebrating Juneteenth.""",https://www.ncsu.edu/
22,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2022/01/campus-map-300x169.jpeg,A map of NC State's campus.,https://www.ncsu.edu/
23,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/tpacc-pyroman-still.jpg,"PyroMan, a fully instrumented, life-sized manikin used to evaluate the performance of thermal protective clothing.",https://www.ncsu.edu/
24,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/yi-xiao-lab.jpg,"Yi Xiao, associate professor and Hugh C. Lord, LORD Corporation Distinguished Scholar in the Department of Chemistry, is developing methods to instantly detect fentanyl in drug samples.",https://www.ncsu.edu/
25,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/mksustainableprotein1500.webp,One of three critically endangered red wolf pups born on the College of Veterinary Medicine's campus.,https://www.ncsu.edu/
26,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Wolfpack-College-World-Series.webp,The NC State baseball team greets fans outside Doak Field at Dail Park Tuesday afternoon.,https://www.ncsu.edu/
27,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Hao-Su-exoskeleton-HEADER-150x150.webp,A man runs with support from a robotic exoskeleton trained using AI.,https://www.ncsu.edu/
28,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/benchbot-chris-and-slater-best-150x150.jpg,A robot named BenchBot 3.0 has taken its place on an empty field adjacent to the Plant Sciences Building on NC State’s Centennial Campus.,https://www.ncsu.edu/
29,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/Danesha-Seth-Carley-Pinehurst-150x150.webp,Danesha Seth Carley works in a pollinator garden at the Pinehurst golf course.,https://www.ncsu.edu/
30,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/Abby-Lampe-cheese-rolling-150x150.webp,Abby Lampe holds up two fingers and a large wheel of cheese standing on top of a hill with a crowd of people behind her.,https://www.ncsu.edu/
31,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2023/08/Imani-Madison-STEPS.jpg,Dr. Imani Madison of the STEPS Center works with plant samples in a lab.,https://www.ncsu.edu/
32,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2023/06/juneteenth-celebration-2022.jpg,"A sticker from a Juneteenth campus celebration reads ""Together Celebrating Juneteenth.""",https://www.ncsu.edu/
33,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2022/01/campus-map-300x169.jpeg,A map of NC State's campus.,https://www.ncsu.edu/
34,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/tpacc-pyroman-still.jpg,"PyroMan, a fully instrumented, life-sized manikin used to evaluate the performance of thermal protective clothing.",https://www.ncsu.edu/?
35,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/yi-xiao-lab.jpg,"Yi Xiao, associate professor and Hugh C. Lord, LORD Corporation Distinguished Scholar in the Department of Chemistry, is developing methods to instantly detect fentanyl in drug samples.",https://www.ncsu.edu/?
36,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/mksustainableprotein1500.webp,One of three critically endangered red wolf pups born on the College of Veterinary Medicine's campus.,https://www.ncsu.edu/?
37,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Wolfpack-College-World-Series.webp,The NC State baseball team greets fans outside Doak Field at Dail Park Tuesday afternoon.,https://www.ncsu.edu/?
38,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Hao-Su-exoskeleton-HEADER-150x150.webp,A man runs with support from a robotic exoskeleton trained using AI.,https://www.ncsu.edu/?
39,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/benchbot-chris-and-slater-best-150x150.jpg,A robot named BenchBot 3.0 has taken its place on an empty field adjacent to the Plant Sciences Building on NC State’s Centennial Campus.,https://www.ncsu.edu/?
40,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/Danesha-Seth-Carley-Pinehurst-150x150.webp,Danesha Seth Carley works in a pollinator garden at the Pinehurst golf course.,https://www.ncsu.edu/?
41,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/Abby-Lampe-cheese-rolling-150x150.webp,Abby Lampe holds up two fingers and a large wheel of cheese standing on top of a hill with a crowd of people behind her.,https://www.ncsu.edu/?
42,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2023/08/Imani-Madison-STEPS.jpg,Dr. Imani Madison of the STEPS Center works with plant samples in a lab.,https://www.ncsu.edu/?
43,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2023/06/juneteenth-celebration-2022.jpg,"A sticker from a Juneteenth campus celebration reads ""Together Celebrating Juneteenth.""",https://www.ncsu.edu/?
44,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2022/01/campus-map-300x169.jpeg,A map of NC State's campus.,https://www.ncsu.edu/?
45,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/tpacc-pyroman-still.jpg,"PyroMan, a fully instrumented, life-sized manikin used to evaluate the performance of thermal protective clothing.",https://www.ncsu.edu/
46,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/yi-xiao-lab.jpg,"Yi Xiao, associate professor and Hugh C. Lord, LORD Corporation Distinguished Scholar in the Department of Chemistry, is developing methods to instantly detect fentanyl in drug samples.",https://www.ncsu.edu/
47,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/mksustainableprotein1500.webp,One of three critically endangered red wolf pups born on the College of Veterinary Medicine's campus.,https://www.ncsu.edu/
48,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/benchbot-chris-and-slater-best.jpg,A robot named BenchBot 3.0 has taken its place on an empty field adjacent to the Plant Sciences Building on NC State’s Centennial Campus.,https://www.ncsu.edu/
49,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/bug-burps-1500-150x150.webp,A ladybug on a leaf.,https://www.ncsu.edu/
50,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/BK-5220187-scaled-1-150x150.jpg,Two workers place a steel beam completing the bones of NC State’s Integrative Sciences Building.,https://www.ncsu.edu/
51,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Hao-Su-exoskeleton-HEADER-150x150.webp,A man runs with support from a robotic exoskeleton trained using AI.,https://www.ncsu.edu/
52,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/Abby-Lampe-cheese-rolling-150x150.webp,Abby Lampe holds up two fingers and a large wheel of cheese standing on top of a hill with a crowd of people behind her.,https://www.ncsu.edu/
53,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2023/08/Imani-Madison-STEPS.jpg,Dr. Imani Madison of the STEPS Center works with plant samples in a lab.,https://www.ncsu.edu/
54,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2023/06/juneteenth-celebration-2022.jpg,"A sticker from a Juneteenth campus celebration reads ""Together Celebrating Juneteenth.""",https://www.ncsu.edu/
55,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2022/01/campus-map-300x169.jpeg,A map of NC State's campus.,https://www.ncsu.edu/
56,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/tpacc-pyroman-still.jpg,"PyroMan, a fully instrumented, life-sized manikin used to evaluate the performance of thermal protective clothing.",https://www.ncsu.edu/
57,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/yi-xiao-lab.jpg,"Yi Xiao, associate professor and Hugh C. Lord, LORD Corporation Distinguished Scholar in the Department of Chemistry, is developing methods to instantly detect fentanyl in drug samples.",https://www.ncsu.edu/
58,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/mksustainableprotein1500.webp,One of three critically endangered red wolf pups born on the College of Veterinary Medicine's campus.,https://www.ncsu.edu/
59,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Global-Courtyard-Fulbright.jpg,The Global Courtyard serves as a space to showcase how NC State strives to bring the world to campus.,https://www.ncsu.edu/
60,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/bug-burps-1500-150x150.webp,A ladybug on a leaf.,https://www.ncsu.edu/
61,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/BK-5220187-scaled-1-150x150.jpg,Two workers place a steel beam completing the bones of NC State’s Integrative Sciences Building.,https://www.ncsu.edu/
62,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Hao-Su-exoskeleton-HEADER-150x150.webp,A man runs with support from a robotic exoskeleton trained using AI.,https://www.ncsu.edu/
63,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/Abby-Lampe-cheese-rolling-150x150.webp,Abby Lampe holds up two fingers and a large wheel of cheese standing on top of a hill with a crowd of people behind her.,https://www.ncsu.edu/
64,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2023/08/Imani-Madison-STEPS.jpg,Dr. Imani Madison of the STEPS Center works with plant samples in a lab.,https://www.ncsu.edu/
65,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2022/12/belltower-smokestack-aerial-2022.jpg,"An aerial view of NC State's campus, showing the Belltower, Holladay Hall and the State College smokestack.",https://www.ncsu.edu/
66,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2022/01/campus-map-300x169.jpeg,A map of NC State's campus.,https://www.ncsu.edu/
67,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/tpacc-pyroman-still.jpg,"PyroMan, a fully instrumented, life-sized manikin used to evaluate the performance of thermal protective clothing.",https://www.ncsu.edu/
68,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/yi-xiao-lab.jpg,"Yi Xiao, associate professor and Hugh C. Lord, LORD Corporation Distinguished Scholar in the Department of Chemistry, is developing methods to instantly detect fentanyl in drug samples.",https://www.ncsu.edu/
69,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/mksustainableprotein1500.webp,One of three critically endangered red wolf pups born on the College of Veterinary Medicine's campus.,https://www.ncsu.edu/
70,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Global-Courtyard-Fulbright.jpg,The Global Courtyard serves as a space to showcase how NC State strives to bring the world to campus.,https://www.ncsu.edu/
71,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/bug-burps-1500-150x150.webp,A ladybug on a leaf.,https://www.ncsu.edu/
72,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/BK-5220187-scaled-1-150x150.jpg,Two workers place a steel beam completing the bones of NC State’s Integrative Sciences Building.,https://www.ncsu.edu/
73,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Hao-Su-exoskeleton-HEADER-150x150.webp,A man runs with support from a robotic exoskeleton trained using AI.,https://www.ncsu.edu/
74,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/Abby-Lampe-cheese-rolling-150x150.webp,Abby Lampe holds up two fingers and a large wheel of cheese standing on top of a hill with a crowd of people behind her.,https://www.ncsu.edu/
75,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2023/08/Imani-Madison-STEPS.jpg,Dr. Imani Madison of the STEPS Center works with plant samples in a lab.,https://www.ncsu.edu/
76,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2022/12/belltower-smokestack-aerial-2022.jpg,"An aerial view of NC State's campus, showing the Belltower, Holladay Hall and the State College smokestack.",https://www.ncsu.edu/
77,"edu,ncsu)/",NC State University,https://www.ncsu.edu/wp-content/uploads/2022/01/campus-map-300x169.jpeg,A map of NC State's campus.,https://www.ncsu.edu/
78,"edu,ncsu)/?_hsenc=p2anqtz--vqwnlk7v3imjucmogvgv_eqscx-f8bjecvt6ea9b2qlfuobk0mpmnup8pkvvf73oqkeqs&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/tpacc-pyroman-still.jpg,"PyroMan, a fully instrumented, life-sized manikin used to evaluate the performance of thermal protective clothing.",https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz--VQwNLk7V3imJuCMogvGV_EQsCX-f8BJECVt6eA9b2QLfuoBK0MpmnUP8PkvVF73oQKEqS
79,"edu,ncsu)/?_hsenc=p2anqtz--vqwnlk7v3imjucmogvgv_eqscx-f8bjecvt6ea9b2qlfuobk0mpmnup8pkvvf73oqkeqs&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/yi-xiao-lab.jpg,"Yi Xiao, associate professor and Hugh C. Lord, LORD Corporation Distinguished Scholar in the Department of Chemistry, is developing methods to instantly detect fentanyl in drug samples.",https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz--VQwNLk7V3imJuCMogvGV_EQsCX-f8BJECVt6eA9b2QLfuoBK0MpmnUP8PkvVF73oQKEqS
80,"edu,ncsu)/?_hsenc=p2anqtz--vqwnlk7v3imjucmogvgv_eqscx-f8bjecvt6ea9b2qlfuobk0mpmnup8pkvvf73oqkeqs&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/mksustainableprotein1500.webp,One of three critically endangered red wolf pups born on the College of Veterinary Medicine's campus.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz--VQwNLk7V3imJuCMogvGV_EQsCX-f8BJECVt6eA9b2QLfuoBK0MpmnUP8PkvVF73oQKEqS
81,"edu,ncsu)/?_hsenc=p2anqtz--vqwnlk7v3imjucmogvgv_eqscx-f8bjecvt6ea9b2qlfuobk0mpmnup8pkvvf73oqkeqs&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Global-Courtyard-Fulbright.jpg,The Global Courtyard serves as a space to showcase how NC State strives to bring the world to campus.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz--VQwNLk7V3imJuCMogvGV_EQsCX-f8BJECVt6eA9b2QLfuoBK0MpmnUP8PkvVF73oQKEqS
82,"edu,ncsu)/?_hsenc=p2anqtz--vqwnlk7v3imjucmogvgv_eqscx-f8bjecvt6ea9b2qlfuobk0mpmnup8pkvvf73oqkeqs&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/bug-burps-1500-150x150.webp,A ladybug on a leaf.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz--VQwNLk7V3imJuCMogvGV_EQsCX-f8BJECVt6eA9b2QLfuoBK0MpmnUP8PkvVF73oQKEqS
83,"edu,ncsu)/?_hsenc=p2anqtz--vqwnlk7v3imjucmogvgv_eqscx-f8bjecvt6ea9b2qlfuobk0mpmnup8pkvvf73oqkeqs&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/BK-5220187-scaled-1-150x150.jpg,Two workers place a steel beam completing the bones of NC State’s Integrative Sciences Building.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz--VQwNLk7V3imJuCMogvGV_EQsCX-f8BJECVt6eA9b2QLfuoBK0MpmnUP8PkvVF73oQKEqS
84,"edu,ncsu)/?_hsenc=p2anqtz--vqwnlk7v3imjucmogvgv_eqscx-f8bjecvt6ea9b2qlfuobk0mpmnup8pkvvf73oqkeqs&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Hao-Su-exoskeleton-HEADER-150x150.webp,A man runs with support from a robotic exoskeleton trained using AI.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz--VQwNLk7V3imJuCMogvGV_EQsCX-f8BJECVt6eA9b2QLfuoBK0MpmnUP8PkvVF73oQKEqS
85,"edu,ncsu)/?_hsenc=p2anqtz--vqwnlk7v3imjucmogvgv_eqscx-f8bjecvt6ea9b2qlfuobk0mpmnup8pkvvf73oqkeqs&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/Abby-Lampe-cheese-rolling-150x150.webp,Abby Lampe holds up two fingers and a large wheel of cheese standing on top of a hill with a crowd of people behind her.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz--VQwNLk7V3imJuCMogvGV_EQsCX-f8BJECVt6eA9b2QLfuoBK0MpmnUP8PkvVF73oQKEqS
86,"edu,ncsu)/?_hsenc=p2anqtz--vqwnlk7v3imjucmogvgv_eqscx-f8bjecvt6ea9b2qlfuobk0mpmnup8pkvvf73oqkeqs&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2023/08/Imani-Madison-STEPS.jpg,Dr. Imani Madison of the STEPS Center works with plant samples in a lab.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz--VQwNLk7V3imJuCMogvGV_EQsCX-f8BJECVt6eA9b2QLfuoBK0MpmnUP8PkvVF73oQKEqS
87,"edu,ncsu)/?_hsenc=p2anqtz--vqwnlk7v3imjucmogvgv_eqscx-f8bjecvt6ea9b2qlfuobk0mpmnup8pkvvf73oqkeqs&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2022/12/belltower-smokestack-aerial-2022.jpg,"An aerial view of NC State's campus, showing the Belltower, Holladay Hall and the State College smokestack.",https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz--VQwNLk7V3imJuCMogvGV_EQsCX-f8BJECVt6eA9b2QLfuoBK0MpmnUP8PkvVF73oQKEqS
88,"edu,ncsu)/?_hsenc=p2anqtz--vqwnlk7v3imjucmogvgv_eqscx-f8bjecvt6ea9b2qlfuobk0mpmnup8pkvvf73oqkeqs&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2022/01/campus-map-300x169.jpeg,A map of NC State's campus.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz--VQwNLk7V3imJuCMogvGV_EQsCX-f8BJECVt6eA9b2QLfuoBK0MpmnUP8PkvVF73oQKEqS
89,"edu,ncsu)/?_hsenc=p2anqtz-_6yhj_kwotugmest8yhmneoo7xabrbvj9k0jgos4-ctozwrwnbuwufytukcodrbecxra0v&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/tpacc-pyroman-still.jpg,"PyroMan, a fully instrumented, life-sized manikin used to evaluate the performance of thermal protective clothing.",https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz-_6YHJ_KWOTUgmESt8yhMNEOO7xaBRbvj9k0jGOS4-ctOzWRWNbUwufytUKCOdRBECXrA0v
90,"edu,ncsu)/?_hsenc=p2anqtz-_6yhj_kwotugmest8yhmneoo7xabrbvj9k0jgos4-ctozwrwnbuwufytukcodrbecxra0v&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/yi-xiao-lab.jpg,"Yi Xiao, associate professor and Hugh C. Lord, LORD Corporation Distinguished Scholar in the Department of Chemistry, is developing methods to instantly detect fentanyl in drug samples.",https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz-_6YHJ_KWOTUgmESt8yhMNEOO7xaBRbvj9k0jGOS4-ctOzWRWNbUwufytUKCOdRBECXrA0v
91,"edu,ncsu)/?_hsenc=p2anqtz-_6yhj_kwotugmest8yhmneoo7xabrbvj9k0jgos4-ctozwrwnbuwufytukcodrbecxra0v&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/05/mksustainableprotein1500.webp,One of three critically endangered red wolf pups born on the College of Veterinary Medicine's campus.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz-_6YHJ_KWOTUgmESt8yhMNEOO7xaBRbvj9k0jGOS4-ctOzWRWNbUwufytUKCOdRBECXrA0v
92,"edu,ncsu)/?_hsenc=p2anqtz-_6yhj_kwotugmest8yhmneoo7xabrbvj9k0jgos4-ctozwrwnbuwufytukcodrbecxra0v&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Wolfpack-College-World-Series.webp,The NC State baseball team greets fans outside Doak Field at Dail Park Tuesday afternoon.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz-_6YHJ_KWOTUgmESt8yhMNEOO7xaBRbvj9k0jGOS4-ctOzWRWNbUwufytUKCOdRBECXrA0v
93,"edu,ncsu)/?_hsenc=p2anqtz-_6yhj_kwotugmest8yhmneoo7xabrbvj9k0jgos4-ctozwrwnbuwufytukcodrbecxra0v&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/Hao-Su-exoskeleton-HEADER-150x150.webp,A man runs with support from a robotic exoskeleton trained using AI.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz-_6YHJ_KWOTUgmESt8yhMNEOO7xaBRbvj9k0jGOS4-ctOzWRWNbUwufytUKCOdRBECXrA0v
94,"edu,ncsu)/?_hsenc=p2anqtz-_6yhj_kwotugmest8yhmneoo7xabrbvj9k0jgos4-ctozwrwnbuwufytukcodrbecxra0v&utm_medium=email&utm_source=hs_email",NC State University,https://www.ncsu.edu/wp-content/uploads/2024/06/benchbot-chris-and-slater-best-150x150.jpg,A robot named BenchBot 3.0 has taken its place on an empty field adjacent to the Plant Sciences Building on NC State’s Centennial Campus.,https://www.ncsu.edu/?utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz-_6YHJ_KWOTUgmESt8yhMNEOO7xaBRbvj9k0jGOS4-ctOzWRWNbUwufytUKCOdRBECXrA0v
